Competition,Matchday,Time,Home Team,Ranking Home Team,Away Team,Ranking Away Team,Attendance,Weather,Temperature (°C),Date,Weekday,Month,Year,Season,quarter,Stadium,Max Capacity,City,Province,Full Roof,PercentageAttendance,GDP_Real_lagQ,CPI_QoQ_Growth_%_lagQ,Employment_Rate_%_lagQ,Home Team Goals Scored,Away Team Goals Scored,Match Type,Home Team Outcome,Away Team Outcome,Day,Goals Scored in Last 5 Games,Goals Conceded in Last 5 Games,Number of Wins in Last 5 Games
Jupiler Pro League,15,14.0,Royal Antwerp,4,Club Brugge,1,14750,Clear or mostly clear,8.7,2019-11-10,Sunday,11,2019,2019/2020,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.8862052391252103,103388.7,-0.113250283125716,65.8,2,1,Normal Time,Win,Loss,10,14.0,5.0,4.0
Jupiler Pro League,15,20.0,Standard Liège,2,KV Mechelen,5,26987,Clear or mostly clear,4.4,2019-11-10,Sunday,11,2019,2019/2020,4,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.9753162269606072,103388.7,-0.113250283125716,65.8,1,2,Normal Time,Loss,Win,10,9.0,2.0,4.0
Jupiler Pro League,5,20.0,Royal Antwerp,4,KAA Gent,5,12500,Partly cloudy,3.6,2019-11-21,Thursday,11,2019,2019/2020,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.7510213890891613,103388.7,-0.113250283125716,65.8,3,2,Normal Time,Win,Loss,21,12.0,5.0,4.0
Jupiler Pro League,16,20.0,Club Brugge,1,KV Oostende,14,21307,Partly cloudy,6.9,2019-11-22,Friday,11,2019,2019/2020,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.7331566994700984,103388.7,-0.113250283125716,65.8,2,0,Normal Time,Win,Loss,22,11.0,3.0,3.0
Jupiler Pro League,16,20.0,KV Mechelen,5,Zulte Waregem,7,15922,Partly cloudy,6.0,2019-11-23,Saturday,11,2019,2019/2020,4,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.9649696969696969,103388.7,-0.113250283125716,65.8,0,2,Normal Time,Loss,Win,23,8.0,12.0,1.0
Jupiler Pro League,16,20.0,Sint-Truiden,11,R Charleroi SC,6,4674,Partly cloudy,8.0,2019-11-24,Sunday,11,2019,2019/2020,4,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.3201369863013699,103388.7,-0.113250283125716,65.8,1,3,Normal Time,Loss,Win,24,5.0,4.0,1.0
Jupiler Pro League,16,18.0,RSC Anderlecht,10,KV Kortrijk,13,19503,Partly cloudy,8.9,2019-11-24,Sunday,11,2019,2019/2020,4,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8668,103388.7,-0.113250283125716,65.8,0,0,Normal Time,Draw,Draw,24,10.0,7.0,2.0
Jupiler Pro League,17,20.0,Royal Antwerp,5,KV Mechelen,6,13471,Clear or mostly clear,4.3,2019-11-29,Friday,11,2019,2019/2020,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.8093607305936074,103388.7,-0.113250283125716,65.8,1,0,Normal Time,Win,Loss,29,13.0,7.0,4.0
Jupiler Pro League,17,20.0,Genk,8,Sint-Truiden,11,18254,Clear or mostly clear,2.1,2019-11-30,Saturday,11,2019,2019/2020,4,Cegeka Arena,23500.0,Genk,LIM,1.0,0.7767659574468085,103388.7,-0.113250283125716,65.8,1,2,Normal Time,Loss,Win,30,8.0,6.0,3.0
Jupiler Pro League,17,20.0,R Charleroi SC,4,Waasland-Beveren,15,7872,Partly cloudy,1.4,2019-11-30,Saturday,11,2019,2019/2020,4,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5248,103388.7,-0.113250283125716,65.8,2,0,Normal Time,Win,Loss,30,5.0,6.0,3.0
Jupiler Pro League,17,20.0,Zulte Waregem,7,KAS Eupen,12,6662,Partly cloudy,2.8,2019-11-30,Saturday,11,2019,2019/2020,4,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.537258064516129,103388.7,-0.113250283125716,65.8,1,0,Normal Time,Win,Loss,30,11.0,6.0,2.0
Jupiler Pro League,17,18.0,Club Brugge,1,Mouscron,9,19827,Clear or mostly clear,3.7,2019-11-30,Saturday,11,2019,2019/2020,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.6822310921478218,103388.7,-0.113250283125716,65.8,1,0,Normal Time,Win,Loss,30,12.0,2.0,4.0
Jupiler Pro League,17,18.0,Standard Liège,2,Cercle Brugge,16,26592,Drizzle,2.8,2019-12-01,Sunday,12,2019,2019/2020,4,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.9610408384531984,103388.7,-0.113250283125716,65.8,2,1,Normal Time,Win,Loss,1,8.0,3.0,3.0
Jupiler Pro League,18,20.0,KAA Gent,3,Zulte Waregem,6,19100,Partly cloudy,8.0,2019-12-07,Saturday,12,2019,2019/2020,4,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.955,103388.7,-0.113250283125716,65.8,2,0,Normal Time,Win,Loss,7,13.0,3.0,5.0
Jupiler Pro League,18,20.0,Cercle Brugge,16,Genk,8,4224,Partly cloudy,7.6,2019-12-07,Saturday,12,2019,2019/2020,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.1453444360333081,103388.7,-0.113250283125716,65.8,1,2,Normal Time,Loss,Win,7,5.0,10.0,1.0
Jupiler Pro League,18,18.0,KV Mechelen,7,KV Kortrijk,13,15430,Clear or mostly clear,7.3,2019-12-07,Saturday,12,2019,2019/2020,4,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.9351515151515152,103388.7,-0.113250283125716,65.8,1,1,Normal Time,Draw,Draw,7,6.0,12.0,1.0
Jupiler Pro League,18,20.0,Sint-Truiden,9,Club Brugge,1,7000,Partly cloudy,7.1,2019-12-07,Saturday,12,2019,2019/2020,4,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.4794520547945205,103388.7,-0.113250283125716,65.8,1,2,Normal Time,Loss,Win,7,6.0,7.0,1.0
Jupiler Pro League,18,18.0,RSC Anderlecht,11,R Charleroi SC,4,19000,Clear or mostly clear,9.0,2019-12-08,Sunday,12,2019,2019/2020,4,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8444444444444444,103388.7,-0.113250283125716,65.8,0,0,Normal Time,Draw,Draw,8,9.0,5.0,2.0
Jupiler Pro League,19,18.0,Royal Antwerp,4,KAS Eupen,12,10468,Clear or mostly clear,6.5,2019-12-14,Saturday,12,2019,2019/2020,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6289353520788272,103388.7,-0.113250283125716,65.8,1,0,Normal Time,Win,Loss,14,11.0,6.0,4.0
Jupiler Pro League,19,20.0,Genk,8,Waasland-Beveren,15,15103,Clear or mostly clear,5.8,2019-12-14,Saturday,12,2019,2019/2020,4,Cegeka Arena,23500.0,Genk,LIM,1.0,0.6426808510638298,103388.7,-0.113250283125716,65.8,4,1,Normal Time,Win,Loss,14,6.0,7.0,2.0
Jupiler Pro League,19,20.0,R Charleroi SC,5,Cercle Brugge,16,7616,Clear or mostly clear,5.6,2019-12-14,Saturday,12,2019,2019/2020,4,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5077333333333334,103388.7,-0.113250283125716,65.8,3,0,Normal Time,Win,Loss,14,5.0,5.0,3.0
Jupiler Pro League,19,20.0,Zulte Waregem,6,Sint-Truiden,10,6861,Clear or mostly clear,5.8,2019-12-14,Saturday,12,2019,2019/2020,4,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5533064516129033,103388.7,-0.113250283125716,65.8,5,1,Normal Time,Win,Loss,14,10.0,4.0,3.0
Jupiler Pro League,19,14.0,Standard Liège,3,RSC Anderlecht,11,26972,Partly cloudy,8.5,2019-12-15,Sunday,12,2019,2019/2020,4,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.9747741235995663,103388.7,-0.113250283125716,65.8,1,1,Normal Time,Draw,Draw,15,7.0,4.0,3.0
Jupiler Pro League,19,18.0,Club Brugge,1,KV Mechelen,7,27404,Clear or mostly clear,7.7,2019-12-15,Sunday,12,2019,2019/2020,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.9429495561213956,103388.7,-0.113250283125716,65.8,3,0,Normal Time,Win,Loss,15,11.0,1.0,4.0
Jupiler Pro League,20,20.0,KV Mechelen,8,KV Oostende,13,15619,Clear or mostly clear,9.1,2019-12-20,Friday,12,2019,2019/2020,4,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.9466060606060606,103388.7,-0.113250283125716,65.8,1,0,Normal Time,Win,Loss,20,7.0,8.0,1.0
Jupiler Pro League,20,20.0,Cercle Brugge,16,Zulte Waregem,6,3694,Partly cloudy,8.4,2019-12-21,Saturday,12,2019,2019/2020,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.12710756314087124,103388.7,-0.113250283125716,65.8,2,0,Normal Time,Win,Loss,21,6.0,10.0,1.0
Jupiler Pro League,20,14.0,KAA Gent,4,Club Brugge,1,19999,Drizzle,9.2,2019-12-22,Sunday,12,2019,2019/2020,4,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.99995,103388.7,-0.113250283125716,65.8,1,1,Normal Time,Draw,Draw,22,12.0,1.0,5.0
Jupiler Pro League,20,20.0,Sint-Truiden,11,Royal Antwerp,2,5679,Partly cloudy,7.4,2019-12-22,Sunday,12,2019,2019/2020,4,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.388972602739726,103388.7,-0.113250283125716,65.8,1,1,Normal Time,Draw,Draw,22,6.0,8.0,1.0
Jupiler Pro League,20,18.0,RSC Anderlecht,10,Genk,7,19000,Drizzle,7.7,2019-12-22,Sunday,12,2019,2019/2020,4,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8444444444444444,103388.7,-0.113250283125716,65.8,2,0,Normal Time,Win,Loss,22,9.0,5.0,2.0
Jupiler Pro League,21,20.0,Standard Liège,5,KAA Gent,4,26761,Partly cloudy,5.5,2019-12-26,Thursday,12,2019,2019/2020,4,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.9671485363209252,103388.7,-0.113250283125716,65.8,0,1,Normal Time,Loss,Win,26,7.0,4.0,3.0
Jupiler Pro League,21,14.0,Genk,8,KAS Eupen,13,17104,Partly cloudy,5.8,2019-12-26,Thursday,12,2019,2019/2020,4,Cegeka Arena,23500.0,Genk,LIM,1.0,0.7278297872340426,103388.7,-0.113250283125716,65.8,2,1,Normal Time,Win,Loss,26,8.0,7.0,2.0
Jupiler Pro League,21,18.0,Club Brugge,1,Zulte Waregem,6,27408,Drizzle,5.6,2019-12-26,Thursday,12,2019,2019/2020,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.9430871928979423,103388.7,-0.113250283125716,65.8,4,0,Normal Time,Win,Loss,26,10.0,1.0,4.0
Jupiler Pro League,21,20.0,Royal Antwerp,2,RSC Anderlecht,10,15073,Partly cloudy,5.2,2019-12-27,Friday,12,2019,2019/2020,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9056116318192742,103388.7,-0.113250283125716,65.8,0,0,Normal Time,Draw,Draw,27,10.0,4.0,5.0
Jupiler Pro League,21,18.0,R Charleroi SC,3,KV Oostende,14,9444,Partly cloudy,6.0,2019-12-27,Friday,12,2019,2019/2020,4,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.6296,103388.7,-0.113250283125716,65.8,5,0,Normal Time,Win,Loss,27,8.0,2.0,4.0
Jupiler Pro League,22,20.0,KV Mechelen,6,Standard Liège,5,16200,Clear or mostly clear,6.8,2020-01-17,Friday,1,2020,2019/2020,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.9818181818181818,103957.9,0.1317644174787359,65.3,2,3,Normal Time,Loss,Win,17,5.0,7.0,1.0
Jupiler Pro League,22,20.0,KAA Gent,3,Mouscron,10,18604,Partly cloudy,3.7,2020-01-18,Saturday,1,2020,2019/2020,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.9302,103957.9,0.1317644174787359,65.3,3,1,Normal Time,Win,Loss,18,10.0,2.0,4.0
Jupiler Pro League,22,20.0,Sint-Truiden,11,KV Kortrijk,12,4236,Clear or mostly clear,2.9,2020-01-18,Saturday,1,2020,2019/2020,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.29013698630136986,103957.9,0.1317644174787359,65.3,2,0,Normal Time,Win,Loss,18,4.0,6.0,1.0
Jupiler Pro League,22,14.0,Cercle Brugge,16,Royal Antwerp,4,4200,Clear or mostly clear,7.4,2020-01-19,Sunday,1,2020,2019/2020,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.14451861537402794,103957.9,0.1317644174787359,65.3,1,2,Normal Time,Loss,Win,19,7.0,8.0,2.0
Jupiler Pro League,22,20.0,Zulte Waregem,7,Genk,8,8043,Clear or mostly clear,3.8,2020-01-19,Sunday,1,2020,2019/2020,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.6486290322580646,103957.9,0.1317644174787359,65.3,0,3,Normal Time,Loss,Win,19,9.0,5.0,3.0
Jupiler Pro League,22,18.0,RSC Anderlecht,9,Club Brugge,1,20000,Clear or mostly clear,4.8,2020-01-19,Sunday,1,2020,2019/2020,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8888888888888888,103957.9,0.1317644174787359,65.3,1,2,Normal Time,Loss,Win,19,7.0,4.0,2.0
Jupiler Pro League,23,20.0,Standard Liège,5,KV Oostende,15,26402,Clear or mostly clear,0.4,2020-01-24,Friday,1,2020,2019/2020,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.9541741958800145,103957.9,0.1317644174787359,65.3,2,1,Normal Time,Win,Loss,24,6.0,5.0,2.0
Jupiler Pro League,23,20.0,KAA Gent,2,Genk,6,19144,Partly cloudy,3.4,2020-01-25,Saturday,1,2020,2019/2020,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.9572,103957.9,0.1317644174787359,65.3,4,1,Normal Time,Win,Loss,25,11.0,3.0,4.0
Jupiler Pro League,23,20.0,Royal Antwerp,3,Zulte Waregem,8,10619,Partly cloudy,7.7,2020-01-26,Sunday,1,2020,2019/2020,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6380076904590243,103957.9,0.1317644174787359,65.3,2,1,Normal Time,Win,Loss,26,7.0,3.0,4.0
Jupiler Pro League,23,14.0,Cercle Brugge,16,RSC Anderlecht,9,5192,Partly cloudy,6.8,2020-01-26,Sunday,1,2020,2019/2020,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.17865253595760788,103957.9,0.1317644174787359,65.3,1,2,Normal Time,Loss,Win,26,8.0,7.0,2.0
Jupiler Pro League,5,20.0,R Charleroi SC,11,Club Brugge,1,12090,Partly cloudy,5.5,2020-01-29,Wednesday,1,2020,2019/2020,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.806,103957.9,0.1317644174787359,65.3,0,0,Normal Time,Draw,Draw,29,12.0,0.0,5.0
Jupiler Pro League,24,20.0,KV Mechelen,7,KAA Gent,2,16069,Clear or mostly clear,9.6,2020-02-01,Saturday,2,2020,2019/2020,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.9738787878787879,103957.9,0.1317644174787359,65.3,0,3,Normal Time,Loss,Win,1,6.0,8.0,1.0
Jupiler Pro League,24,18.0,Genk,6,R Charleroi SC,4,14650,Partly cloudy,10.5,2020-02-01,Saturday,2,2020,2019/2020,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.6234042553191489,103957.9,0.1317644174787359,65.3,1,0,Normal Time,Win,Loss,1,9.0,8.0,2.0
Jupiler Pro League,24,14.0,Club Brugge,1,Royal Antwerp,3,27000,Partly cloudy,13.0,2020-02-02,Sunday,2,2020,2019/2020,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.9290482416901796,103957.9,0.1317644174787359,65.3,1,0,Normal Time,Win,Loss,2,13.0,0.0,5.0
Jupiler Pro League,24,20.0,Zulte Waregem,8,Waasland-Beveren,14,6693,Partly cloudy,11.1,2020-02-02,Sunday,2,2020,2019/2020,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5397580645161291,103957.9,0.1317644174787359,65.3,5,0,Normal Time,Win,Loss,2,7.0,8.0,2.0
Jupiler Pro League,24,18.0,RSC Anderlecht,9,Mouscron,11,18000,Partly cloudy,11.6,2020-02-02,Sunday,2,2020,2019/2020,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8,103957.9,0.1317644174787359,65.3,1,0,Normal Time,Win,Loss,2,5.0,3.0,2.0
Jupiler Pro League,25,20.0,KAA Gent,2,RSC Anderlecht,9,19999,Partly cloudy,6.1,2020-02-07,Friday,2,2020,2019/2020,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.99995,103957.9,0.1317644174787359,65.3,1,1,Normal Time,Draw,Draw,7,13.0,4.0,4.0
Jupiler Pro League,25,20.0,Cercle Brugge,16,KV Mechelen,8,3940,Clear or mostly clear,7.6,2020-02-08,Saturday,2,2020,2019/2020,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.13557222489849288,103957.9,0.1317644174787359,65.3,3,2,Normal Time,Win,Loss,8,7.0,7.0,2.0
Jupiler Pro League,25,18.0,R Charleroi SC,4,Zulte Waregem,7,8356,Drizzle,9.3,2020-02-08,Saturday,2,2020,2019/2020,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5570666666666667,103957.9,0.1317644174787359,65.3,4,0,Normal Time,Win,Loss,8,11.0,0.0,4.0
Jupiler Pro League,25,20.0,Sint-Truiden,10,KAS Eupen,13,4194,Drizzle,9.3,2020-02-08,Saturday,2,2020,2019/2020,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.28726027397260273,103957.9,0.1317644174787359,65.3,5,2,Normal Time,Win,Loss,8,6.0,6.0,2.0
Jupiler Pro League,23,20.0,R Charleroi SC,4,KV Mechelen,7,12928,Clear or mostly clear,3.7,2020-02-11,Tuesday,2,2020,2019/2020,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.8618666666666667,103957.9,0.1317644174787359,65.3,2,1,Normal Time,Win,Loss,11,14.0,0.0,4.0
Jupiler Pro League,25,20.0,Standard Liège,5,Club Brugge,1,27145,Clear or mostly clear,3.8,2020-02-12,Wednesday,2,2020,2019/2020,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.9810263823635706,103957.9,0.1317644174787359,65.3,0,0,Normal Time,Draw,Draw,12,6.0,6.0,2.0
Jupiler Pro League,26,20.0,Sint-Truiden,10,Cercle Brugge,16,4336,Partly cloudy,11.7,2020-02-15,Saturday,2,2020,2019/2020,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.29698630136986304,103957.9,0.1317644174787359,65.3,0,1,Normal Time,Loss,Win,15,10.0,8.0,2.0
Jupiler Pro League,26,20.0,KV Mechelen,8,RSC Anderlecht,9,16500,Drizzle,12.0,2020-02-15,Saturday,2,2020,2019/2020,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,1.0,103957.9,0.1317644174787359,65.3,2,0,Normal Time,Win,Loss,15,4.0,9.0,1.0
Jupiler Pro League,26,18.0,Club Brugge,1,Waasland-Beveren,15,26771,Partly cloudy,13.1,2020-02-15,Saturday,2,2020,2019/2020,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.9211685362328814,103957.9,0.1317644174787359,65.3,2,1,Normal Time,Win,Loss,15,11.0,0.0,5.0
Jupiler Pro League,26,14.0,Royal Antwerp,4,R Charleroi SC,3,12091,Partly cloudy,15.5,2020-02-16,Sunday,2,2020,2019/2020,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.7264479692381639,103957.9,0.1317644174787359,65.3,1,1,Normal Time,Draw,Draw,16,7.0,3.0,4.0
Jupiler Pro League,26,18.0,Genk,6,Standard Liège,5,20108,Partly cloudy,16.3,2020-02-16,Sunday,2,2020,2019/2020,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.8556595744680852,103957.9,0.1317644174787359,65.3,1,3,Normal Time,Loss,Win,16,8.0,6.0,3.0
Jupiler Pro League,26,20.0,Zulte Waregem,7,Mouscron,11,7090,Drizzle,8.9,2020-02-16,Sunday,2,2020,2019/2020,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5717741935483871,103957.9,0.1317644174787359,65.3,1,2,Normal Time,Loss,Win,16,12.0,6.0,3.0
Jupiler Pro League,27,18.0,Standard Liège,5,Royal Antwerp,4,27143,Drizzle,9.4,2020-02-22,Saturday,2,2020,2019/2020,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.9809541019154319,103957.9,0.1317644174787359,65.3,1,0,Normal Time,Win,Loss,22,5.0,4.0,2.0
Jupiler Pro League,27,20.0,KV Mechelen,7,Waasland-Beveren,15,15900,Drizzle,10.6,2020-02-22,Saturday,2,2020,2019/2020,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.9636363636363636,103957.9,0.1317644174787359,65.3,4,0,Normal Time,Win,Loss,22,6.0,7.0,2.0
Jupiler Pro League,27,20.0,KAA Gent,2,Sint-Truiden,12,18743,Partly cloudy,9.3,2020-02-23,Sunday,2,2020,2019/2020,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.93715,103957.9,0.1317644174787359,65.3,4,1,Normal Time,Win,Loss,23,11.0,4.0,3.0
Jupiler Pro League,27,14.0,Club Brugge,1,R Charleroi SC,3,27039,Partly cloudy,12.5,2020-02-23,Sunday,2,2020,2019/2020,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.9303902002615099,103957.9,0.1317644174787359,65.3,1,0,Normal Time,Win,Loss,23,11.0,1.0,5.0
Jupiler Pro League,27,18.0,RSC Anderlecht,9,KAS Eupen,13,20000,Drizzle,11.9,2020-02-23,Sunday,2,2020,2019/2020,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8888888888888888,103957.9,0.1317644174787359,65.3,6,1,Normal Time,Win,Loss,23,4.0,2.0,2.0
Jupiler Pro League,28,20.0,Sint-Truiden,12,KV Mechelen,7,4000,Drizzle,4.8,2020-02-28,Friday,2,2020,2019/2020,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.273972602739726,103957.9,0.1317644174787359,65.3,0,3,Normal Time,Loss,Win,28,9.0,6.0,2.0
Jupiler Pro League,28,20.0,Royal Antwerp,5,KV Oostende,14,11012,Partly cloudy,6.8,2020-02-29,Saturday,2,2020,2019/2020,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6616198029319875,103957.9,0.1317644174787359,65.3,3,1,Normal Time,Win,Loss,29,5.0,2.0,3.0
Jupiler Pro League,28,20.0,Zulte Waregem,9,KV Kortrijk,11,9285,Partly cloudy,6.4,2020-02-29,Saturday,2,2020,2019/2020,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.7487903225806452,103957.9,0.1317644174787359,65.3,2,2,Normal Time,Draw,Draw,29,12.0,6.0,3.0
Jupiler Pro League,7,20.0,Club Brugge,3,KV Oostende,8,26000,Partly cloudy,18.7,2021-09-10,Friday,9,2021,2021/2022,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.8946390475535063,103303.9,0.7680909613233248,65.0,3,0,Normal Time,Win,Loss,10,11.0,1.0,5.0
Jupiler Pro League,7,18.0,Zulte Waregem,13,Cercle Brugge,16,6200,Partly cloudy,19.1,2021-09-11,Saturday,9,2021,2021/2022,3,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5,103303.9,0.7680909613233248,65.0,2,4,Normal Time,Loss,Win,11,13.0,8.0,2.0
Jupiler Pro League,7,16.0,KAA Gent,10,R Charleroi SC,7,16379,Drizzle,19.5,2021-09-12,Sunday,9,2021,2021/2022,3,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.81895,103303.9,0.7680909613233248,65.0,2,3,Normal Time,Loss,Win,12,13.0,5.0,3.0
Jupiler Pro League,7,13.0,RSC Anderlecht,12,KV Mechelen,14,19500,Drizzle,19.6,2021-09-12,Sunday,9,2021,2021/2022,3,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8666666666666667,103303.9,0.7680909613233248,65.0,7,2,Normal Time,Win,Loss,12,10.0,3.0,3.0
Jupiler Pro League,7,21.0,OH Leuven,17,KV Kortrijk,5,3200,Partly cloudy,17.4,2021-09-12,Sunday,9,2021,2021/2022,3,Den Dreef,10500.0,Leuven,VBR,1.0,0.3047619047619048,103303.9,0.7680909613233248,65.0,2,1,Normal Time,Win,Loss,12,9.0,3.0,3.0
Jupiler Pro League,7,21.0,Genk,4,Union SG,1,14000,Partly cloudy,17.0,2021-09-12,Sunday,9,2021,2021/2022,3,Cegeka Arena,23500.0,Genk,LIM,1.0,0.5957446808510638,103303.9,0.7680909613233248,65.0,1,1,Normal Time,Draw,Draw,12,9.0,7.0,3.0
Jupiler Pro League,8,20.0,Cercle Brugge,14,KAS Eupen,7,3551,Partly cloudy,17.3,2021-09-17,Friday,9,2021,2021/2022,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.12218704837932695,103303.9,0.7680909613233248,65.0,1,2,Normal Time,Loss,Win,17,8.0,8.0,2.0
Jupiler Pro League,8,18.0,KV Mechelen,16,OH Leuven,17,13547,Partly cloudy,21.5,2021-09-18,Saturday,9,2021,2021/2022,3,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.821030303030303,103303.9,0.7680909613233248,65.0,2,0,Normal Time,Win,Loss,18,9.0,6.0,3.0
Jupiler Pro League,8,20.0,R Charleroi SC,4,Club Brugge,1,8554,Partly cloudy,17.2,2021-09-18,Saturday,9,2021,2021/2022,3,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5702666666666667,103303.9,0.7680909613233248,65.0,0,1,Normal Time,Loss,Win,18,14.0,1.0,4.0
Jupiler Pro League,8,18.0,Union SG,2,Zulte Waregem,15,6000,Partly cloudy,20.9,2021-09-18,Saturday,9,2021,2021/2022,3,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.6382978723404256,103303.9,0.7680909613233248,65.0,2,1,Normal Time,Win,Loss,18,10.0,10.0,2.0
Jupiler Pro League,8,16.0,Royal Antwerp,6,RFC Seraing,11,10177,Partly cloudy,21.4,2021-09-19,Sunday,9,2021,2021/2022,3,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6114515741408315,103303.9,0.7680909613233248,65.0,2,1,Normal Time,Win,Loss,19,7.0,3.0,3.0
Jupiler Pro League,8,18.0,Standard Liège,3,RSC Anderlecht,5,24000,Partly cloudy,19.3,2021-09-19,Sunday,9,2021,2021/2022,3,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.8673653776653415,103303.9,0.7680909613233248,65.0,0,1,Normal Time,Loss,Win,19,4.0,3.0,2.0
Jupiler Pro League,8,13.0,Sint-Truiden,10,Genk,8,6000,Partly cloudy,20.1,2021-09-19,Sunday,9,2021,2021/2022,3,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.410958904109589,103303.9,0.7680909613233248,65.0,1,2,Normal Time,Loss,Win,19,8.0,7.0,2.0
Jupiler Pro League,5,20.0,Royal Antwerp,11,Genk,5,15600,Clear or mostly clear,14.3,2021-09-22,Wednesday,9,2021,2021/2022,3,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9372746935832732,103303.9,0.7680909613233248,65.0,4,2,Normal Time,Win,Loss,22,8.0,4.0,3.0
